type,facility_name,zip
COUNTY JAIL,COWETA COUNTY (CI) PRISON,30263
COUNTY JAIL,COWETA COUNTY JAIL,30263
COUNTY JAIL,CRAWFORD COUNTY JAIL,31078
COUNTY JAIL,CRISP COUNTY JAIL,31015
COUNTY JAIL,DADE COUNTY JAIL,30752
COUNTY JAIL,DAWSON COUNTY JAIL,30534
CORRECTIONAL FACILITY,DECATUR COUNTY CORRECTIONAL INSTITUTION,31717
COUNTY JAIL,DECATUR COUNTY JAIL,31717
COUNTY JAIL,DEKALB COUNTY JAIL,30032
COUNTY JAIL,DODGE COUNTY JAIL,31023
COUNTY JAIL,DOOLY COUNTY JAIL,31070
COUNTY JAIL,DOUGHERTY COUNTY JAIL,31705
COUNTY JAIL,DOUGLAS COUNTY JAIL,30134
COUNTY JAIL,EARLY COUNTY JAIL,31723
COUNTY JAIL,EFFINGHAM COUNTY PRISON,31329
COUNTY JAIL,EFFINGHAM COUNTY JAIL,31329
COUNTY JAIL,ELBERT COUNTY JAIL,30635
COUNTY JAIL,EMANUEL COUNTY JAIL,30401
COUNTY JAIL,EVANS COUNTY JAIL,30417
COUNTY JAIL,FANNIN COUNTY JAIL,30513
COUNTY JAIL,FAYETTE COUNTY JAIL,30214
COUNTY JAIL,FLOYD COUNTY PRISON,30161
COUNTY JAIL,FLOYD COUNTY JAIL,30161
COUNTY JAIL,FORSYTH COUNTY JAIL,30040
COUNTY JAIL,FRANKLIN COUNTY JAIL,30521
COUNTY JAIL,FULTON COUNTY,30318
REGIONAL JAIL,SOUTH FULTON REGIONAL JAIL,30291
COUNTY JAIL,GILMER COUNTY JAIL,30540
DETENTION CENTER,GLYNN COUNTY DETENTION CENTER,31520
COUNTY JAIL,GORDON COUNTY JAIL,30701
DETENTION CENTER,GRADY COUNTY DETENTION CENTER,31728
LAW ENFORCEMENT CENTER,GREENE COUNTY LAW ENFORCEMENT CENTER,30642
COUNTY JAIL,GWINNETT CO DEPARTMENT OF CORRECTIONS,30043
COUNTY JAIL,GWINNETT COUNTY JAIL,30243
COUNTY JAIL,HABERSHAM COUNTY JAIL,30523
CORRECTIONAL FACILITY,HALL COUNTY CORRECTIONAL INSTITUTION,30507
DETENTION CENTER,HALL COUNTY DETENTION CENTER,30501
COUNTY JAIL,HANCOCK COUNTY JAIL,31087
COUNTY JAIL,HARALSON COUNTY JAIL,30113
COUNTY JAIL,HARRIS COUNTY PRISON,31811
COUNTY JAIL,HARRIS COUNTY JAIL,31811
COUNTY JAIL,HART COUNTY JAIL,30643
COUNTY JAIL,HEARD COUNTY JAIL,30217
COUNTY JAIL,HENRY COUNTY JAIL,30253
COUNTY JAIL,HOUSTON COUNTY JAIL,31069
COUNTY JAIL,IRWIN COUNTY JAIL,31774
CORRECTIONAL FACILITY,JACKSON COUNTY CORRECTIONAL INSTITUTION,30549
COUNTY JAIL,JACKSON COUNTY JAIL,30549
COUNTY JAIL,JASPER COUNTY JAIL,31064
COUNTY JAIL,JEFF DAVIS COUNTY JAIL,31539
CORRECTIONAL FACILITY,JEFFERSON COUNTY CORRECTIONAL INSTITUTION,30434
COUNTY JAIL,JEFFERSON COUNTY JAIL,30434
COUNTY JAIL,JENKINS COUNTY JAIL,30442
COUNTY JAIL,JOHNSON COUNTY JAIL,31096
COUNTY JAIL,JONES COUNTY JAIL,31032
COUNTY JAIL,LAMAR COUNTY JAIL,30204
COUNTY JAIL,LAURENS COUNTY JAIL,31021
COUNTY JAIL,LEE COUNTY JAIL,31763
COUNTY JAIL,LIBERTY COUNTY JAIL,31313
COUNTY JAIL,LINCOLN COUNTY JAIL,30817
COUNTY JAIL,LOWNDES COUNTY JAIL,31601
COUNTY JAIL,LUMPKIN COUNTY JAIL,30533
COUNTY JAIL,MCDUFFIE COUNTY JAIL,30824
COUNTY JAIL,MCINTOSH COUNTY JAIL,31305
COUNTY JAIL,MACON COUNTY JAIL,31068
COUNTY JAIL,MADISON COUNTY JAIL,30633
COUNTY JAIL,MARION COUNTY JAIL,31803
DETENTION CENTER,MERIWETHER COUNTY DETENTION CENTER,30222
COUNTY JAIL,MILLER COUNTY JAIL,31737
CORRECTIONAL FACILITY,MITCHELL COUNTY CORRECTIONAL INSTITUTION,31730
COUNTY JAIL,MITCHELL COUNTY JAIL,31730
COUNTY JAIL,MONROE COUNTY JAIL,31029
DETENTION CENTER,MORGAN COUNTY DETENTION CENTER,30650
COUNTY JAIL,MURRAY COUNTY JAIL,30705
COUNTY JAIL,NEWTON COUNTY JAIL,30014
COUNTY JAIL,OCONEE COUNTY JAIL,30677
DETENTION CENTER,PAULDING COUNTY DETENTION CENTER,30132
LAW ENFORCEMENT CENTER,PEACH COUNTY LAW ENFORCEMENT CENTER,31030
COUNTY JAIL,PICKENS COUNTY JAIL,30143
COUNTY JAIL,PIERCE COUNTY JAIL,31516
COUNTY JAIL,PIKE COUNTY JAIL,30295
COUNTY JAIL,POLK COUNTY JAIL,30125
COUNTY JAIL,PULASKI COUNTY JAIL,31516
COUNTY JAIL,PUTNAM COUNTY JAIL,31024
COUNTY JAIL,RABUN COUNTY JAIL,30525
COUNTY JAIL,RANDOLPH COUNTY JAIL,31740
COUNTY JAIL,ROCKDALE COUNTY JAIL,30012
COUNTY JAIL,SCHLEY COUNTY JAIL,31806
COUNTY JAIL,SCREVEN COUNTY JAIL,30467
COUNTY JAIL,SCREVEN COUNTY PRISON,30467
COUNTY JAIL,SEMINOLE COUNTY JAIL,31745
CORRECTIONAL FACILITY,SPALDING COUNTY CORRECTIONAL INSTITUTION,30224
COUNTY JAIL,SPALDING COUNTY JAIL,30223
COUNTY JAIL,STEPHENS COUNTY JAIL,30577
CORRECTIONAL FACILITY,STEWART COUNTY CORRECTIONAL INSTITUTION,31815
CORRECTIONAL FACILITY,SUMTER COUNTY CORRECTIONAL INSTITUTION,31709
COUNTY JAIL,SUMTER COUNTY JAIL,31709
COUNTY JAIL,TALBOT COUNTY JAIL,31827
COUNTY JAIL,TATTNALL COUNTY JAIL,30453
COUNTY JAIL,TAYLOR COUNTY JAIL,31006
COUNTY JAIL,TELFAIR COUNTY JAIL,31055
CORRECTIONAL FACILITY,TERRELL COUNTY CORRECTIONAL INSTITUTION,31742
COUNTY JAIL,TERRELL COUNTY JAIL,31742
COUNTY JAIL,THOMAS COUNTY PRISON,31757
COUNTY JAIL,THOMAS COUNTY JAIL,31799
COUNTY JAIL,TIFT COUNTY JAIL,31793
COUNTY JAIL,TOOMBS COUNTY JAIL,30436
DETENTION CENTER,TOWNS COUNTY DETENTION CENTER,30582
COUNTY JAIL,TREUTLEN COUNTY JAIL,30457
CORRECTIONAL FACILITY,TROUP COUNTY CORRECTIONAL INSTITUTION,30240
COUNTY JAIL,TROUP COUNTY JAIL,30240
COUNTY JAIL,TURNER COUNTY JAIL,31714
COUNTY JAIL,UNION COUNTY JAIL,30512
COUNTY JAIL,UPSON COUNTY JAIL,30286
COUNTY JAIL,WALKER COUNTY JAIL,30728
COUNTY JAIL,WALTON COUNTY JAIL,30655
COUNTY JAIL,WARE COUNTY JAIL,31503
COUNTY JAIL,WASHINGTON COUNTY JAIL,31082
CORRECTIONAL FACILITY,WAYNE COUNTY CORRECTION FACILITY,31545
COUNTY JAIL,WHEELER COUNTY JAIL,30411
COUNTY JAIL,WHITE COUNTY JAIL,30528
COUNTY JAIL,WHITFIELD COUNTY JAIL,30720
COUNTY JAIL,WILCOX COUNTY JAIL,31001
LAW ENFORCEMENT CENTER,CECIL A MOORE LAW ENFORCEMENT CENTER,30673
COUNTY JAIL,WILKINSON COUNTY JAIL,31042
COUNTY JAIL,WORTH COUNTY JAIL,31791
CITY JAIL,MILLEDGEVILLE CITY JAIL,31061
CITY JAIL,WINDER CITY JAIL,30680
CITY JAIL,JACKSON CITY JAIL,30233
CITY JAIL,BOWDON CITY JAIL,30108
CORRECTIONAL FACILITY,CLARKE COUNTY CORRECTIONAL INSTITUTION,30605
COUNTY JAIL,CLARKE COUNTY JAIL,30605
CITY JAIL,ACWORTH CITY JAIL,30101
CITY JAIL,KENNESAW CITY JAIL,30144
CITY JAIL,SMYRNA CITY JAIL,30080
CITY JAIL,GROVETOWN CITY JAIL,30813
CITY JAIL,CLAXTON CITY JAIL,30417
CITY JAIL,ATLANTA CITY,30303
CITY JAIL,EAST POINT CITY JAIL,30344
CITY JAIL,ROSWELL CITY JAIL,30075
CITY JAIL,MANCHESTER CITY JAIL,31816
MUNICIPAL JAIL,PELHAM MUNICIPAL JAIL,31779
COUNTY JAIL,MUSCOGEE COUNTY PRISON,31908
COUNTY JAIL,MUSCOGEE COUNTY JAIL,31902
CITY JAIL,CUTHBERT CITY JAIL,31740
COUNTY JAIL,AUGUSTA-RICHMOND COUNTY,30907
CORRECTIONAL FACILITY,RICHMOND COUNTY CORRECTIONAL INSTITUTION,30916
CITY JAIL,SYLVANIA CITY JAIL,30467
CITY JAIL,GLENNVILLE CITY JAIL,30427
CITY JAIL,LUMBER CITY JAIL,31549
CITY JAIL,GORDON CITY JAIL,31031
DETENTION CENTER,FEDERAL DETENTION CENTER,96820
COUNTY JAIL,ADA COUNTY,83704
COUNTY JAIL,ADAMS COUNTY JAIL,83612
COUNTY JAIL,BANNOCK COUNTY JAIL,83205
COUNTY JAIL,BENEWAH COUNTY JAIL,83861
COUNTY JAIL,BINGHAM COUNTY JAIL,83221
COUNTY JAIL,BLAINE COUNTY JAIL,83333
COUNTY JAIL,BONNER COUNTY JAIL,83864
COUNTY JAIL,BONNEVILLE COUNTY JAIL,83402
COUNTY JAIL,BOUNDARY COUNTY JAIL,83805
COUNTY JAIL,CANYON COUNTY JAIL,83605
COUNTY JAIL,CARIBOU COUNTY JAIL,83276
CRIMINAL JUSTICE CENTER,MINI-CASSIA CRIMINAL JUSTICE CENTER,83301
COUNTY JAIL,CLARK COUNTY JAIL,83423
COUNTY JAIL,CLEARWATER COUNTY JAIL,83544
COUNTY JAIL,CUSTER COUNTY JAIL,83226
COUNTY JAIL,ELMORE COUNTY JAIL,83647
COUNTY JAIL,FRANKLIN COUNTY JAIL,83263
LAW ENFORCEMENT CENTER,FREMONT COUNTY LAW ENFORCEMENT CENTER,83445
COUNTY JAIL,GEM COUNTY JAIL,83617
COUNTY JAIL,GOODING COUNTY JAIL,83330
COUNTY JAIL,IDAHO COUNTY JAIL,83530
COUNTY JAIL,JEFFERSON COUNTY JAIL,83442
COUNTY JAIL,JEROME COUNTY JAIL,83338
COUNTY JAIL,KOOTENAI COUNTY JAIL,83816
COUNTY JAIL,LATHA COUNTY JAIL,83843
COUNTY JAIL,LEMHI COUNTY JAIL,83467
COUNTY JAIL,LEWIS COUNTY JAIL,83543
CRIMINAL JUSTICE CENTER,MADISON COUNTY CRIMINAL JUSTICE CENTER,83440
COUNTY JAIL,NEZ PERCE COUNTY JAIL,83501
COUNTY JAIL,ONEIDA COUNTY JAIL,83252
COUNTY JAIL,OWYHEE COUNTY JAIL,83650
COUNTY JAIL,PAYETTE COUNTY JAIL,83661
COUNTY JAIL,POWER COUNTY JAIL,83211
COUNTY JAIL,SHOSHONE COUNTY JAIL,83873
COUNTY JAIL,TWIN FALLS COUNTY JAIL,83301
COUNTY JAIL,VALLEY COUNTY JAIL,83611
COUNTY JAIL,WASHINGTON COUNTY JAIL,83672
CITY JAIL,MONTPELIER CITY JAIL,83254
COUNTY JAIL,ADAMS COUNTY JAIL,62301
COUNTY JAIL,BOND COUNTY JAIL,62246
COUNTY JAIL,BOONE COUNTY JAIL,61008
COUNTY JAIL,BUREAU COUNTY JAIL,61356
COUNTY JAIL,CARROLL COUNTY JAIL,61053
CORRECTIONAL FACILITY,CHAMPAIGN COUNTY CORRECTIONAL CENTER,61801
COUNTY JAIL,CHRISTIAN COUNTY JAIL,62568
COUNTY JAIL,CLARK COUNTY JAIL,62441
COUNTY JAIL,CLAY COUNTY JAIL,62858
COUNTY JAIL,CLINTON COUNTY JAIL,62231
COUNTY JAIL,COLES COUNTY JAIL,61920
COUNTY JAIL,COOK COUNTY JAIL,60608
COUNTY JAIL,CRAWFORD COUNTY JAIL,62454
COUNTY JAIL,DE KALB COUNTY JAIL,60178
COUNTY JAIL,DEWITT COUNTY JAIL,61727
COUNTY JAIL,DOUGLAS COUNTY JAIL,61953
COUNTY JAIL,DU PAGE COUNTY JAIL,60187
COUNTY JAIL,EDGAR COUNTY JAIL,61944
COUNTY JAIL,EFFINGHAM COUNTY JAIL,62401
COUNTY JAIL,FAYETTE COUNTY JAIL,62471
CORRECTIONAL FACILITY,FORD COUNTY CORRECTIONAL FACILITY,60957
COUNTY JAIL,FRANKLIN COUNTY JAIL,62812
COUNTY JAIL,FULTON COUNTY JAIL,61542
COUNTY JAIL,GREENE COUNTY JAIL,62016
COUNTY JAIL,GRUNDY COUNTY JAIL,60450
COUNTY JAIL,HANCOCK COUNTY JAIL,62321
COUNTY JAIL,HARDIN COUNTY JAIL,62931
COUNTY JAIL,HENDERSON COUNTY JAIL,61469
COUNTY JAIL,HENRY COUNTY JAIL,61238
COUNTY JAIL,IROQUOIS COUNTY JAIL,60970
COUNTY JAIL,JACKSON COUNTY JAIL,62966
COUNTY JAIL,JASPER COUNTY JAIL,62448
CRIMINAL JUSTICE CENTER,JEFFERSON COUNTY JUSTICE CENTER,62864
COUNTY JAIL,JERSEY COUNTY JAIL,62052
COUNTY JAIL,JO DAVIESS COUNTY JAIL,61036
COUNTY JAIL,KANE COUNTY JAIL,60134
COUNTY JAIL,KANKAKEE COUNTY JAIL,60901
COUNTY JAIL,KENDALL COUNTY JAIL,60560
COUNTY JAIL,KNOX COUNTY JAIL,61401
COUNTY JAIL,LAKE COUNTY JAIL,60085
COUNTY JAIL,LA SALLE COUNTY JAIL,61350
COUNTY JAIL,LAWRENCE COUNTY JAIL,62439
COUNTY JAIL,LEE COUNTY JAIL,61021
COUNTY JAIL,LIVINGSTON COUNTY JAIL,61764
COUNTY JAIL,LOGAN COUNTY JAIL,62656
COUNTY JAIL,MCDONOUGH COUNTY JAIL,61455
COUNTY JAIL,MCHENRY COUNTY JAIL,60098
COUNTY JAIL,MCLEAN COUNTY JAIL,61702
COUNTY JAIL,MACON COUNTY JAIL,62523
COUNTY JAIL,MACOUPIN COUNTY JAIL,62626
COUNTY JAIL,MADISON COUNTY JAIL,62025
COUNTY JAIL,MARION COUNTY JAIL,62881
COUNTY JAIL,MARSHALL COUNTY JAIL,61540
COUNTY JAIL,MASON COUNTY JAIL,62644
COUNTY JAIL,MASSAC COUNTY JAIL,62960
COUNTY JAIL,MENARD COUNTY JAIL,62675
COUNTY JAIL,MERCER COUNTY JAIL,61231
COUNTY JAIL,MONROE COUNTY JAIL,62298
COUNTY JAIL,MONTGOMERY COUNTY JAIL,62049
COUNTY JAIL,MORGAN COUNTY JAIL,62650
COUNTY JAIL,MOULTRIE COUNTY JAIL,61951
COUNTY JAIL,OGLE COUNTY JAIL,61061
COUNTY JAIL,PEORIA COUNTY JAIL,61604
COUNTY JAIL,PERRY COUNTY JAIL,62274
COUNTY JAIL,PIATT COUNTY JAIL,61856
COUNTY JAIL,PIKE COUNTY JAIL,62363
COUNTY JAIL,PUTNAM COUNTY JAIL,61327
COUNTY JAIL,RANDOLPH COUNTY JAIL,62233
COUNTY JAIL,RICHLAND COUNTY JAIL,62450
COUNTY JAIL,ROCK ISLAND COUNTY JAIL,61201
COUNTY JAIL,ST. CLAIR COUNTY JAIL,62220
DETENTION CENTER,SALINE CO LAW ENFORCEMENT & DETENTION CENTER,62946
COUNTY JAIL,SANGAMON COUNTY JAIL,62701
COUNTY JAIL,SCHUYLER COUNTY JAIL,62681
COUNTY JAIL,SHELBY COUNTY JAIL,62565
COUNTY JAIL,STARK COUNTY SHERIFF'S OFFICE,61483
COUNTY JAIL,STEPHENSON COUNTY JAIL,61032
COUNTY JAIL,TAZEWELL COUNTY JAIL,61554
COUNTY JAIL,VERMILION COUNTY JAIL,61832
COUNTY JAIL,WABASH COUNTY JAIL,62863
COUNTY JAIL,WARREN COUNTY JAIL,61462
COUNTY JAIL,WASHINGTON COUNTY JAIL,62263
COUNTY JAIL,WAYNE COUNTY JAIL,62837
COUNTY JAIL,WHITE COUNTY CITY/COUNTY JAIL,62821
COUNTY JAIL,WHITESIDE COUNTY JAIL,61270
DETENTION CENTER,WILL COUNTY ADULT DETENTION FACILITY,60436
COUNTY JAIL,WILLIAMSON COUNTY JAIL,62959
COUNTY JAIL,WINNEBAGO COUNTY,61101
COUNTY JAIL,WOODFORD COUNTY JAIL,61530
CORRECTIONAL FACILITY,METRO CORRECTIONAL CENTER,60605
DETENTION CENTER,TRI-CO DETENTION JUSTICE CENTER- G.R.W. CORP,62992
COUNTY JAIL,ADAMS COUNTY JAIL,46733
COUNTY JAIL,ALLEN COUNTY JAIL,46802
COUNTY JAIL,BARTHOLOMEW COUNTY JAIL,47201
COUNTY JAIL,BENTON COUNTY JAIL,47944
COUNTY JAIL,BLACKFORD COUNTY JAIL,47348
COUNTY JAIL,BOONE COUNTY JAIL,46052
COUNTY JAIL,BROWN COUNTY JAIL,47448
COUNTY JAIL,CARROLL COUNTY JAIL,46923
COUNTY JAIL,CASS COUNTY JAIL,46947
COUNTY JAIL,CLARK COUNTY JAIL,47130
COUNTY JAIL,CLAY COUNTY JAIL,47834
COUNTY JAIL,CLINTON COUNTY JAIL,46041
COUNTY JAIL,CRAWFORD COUNTY JAIL,47118
COUNTY JAIL,DAVIESS COUNTY JAIL,47501
COUNTY JAIL,DEARBORN COUNTY JAIL,47025
COUNTY JAIL,DECATUR COUNTY JAIL,47240
COUNTY JAIL,DE KALB COUNTY JAIL,46706
CRIMINAL JUSTICE CENTER,DELAWARE COUNTY JUSTICE CENTER,47305
COUNTY JAIL,DUBOIS COUNTY JAIL,47546
COUNTY JAIL,ELKHART COUNTY SECURITY CENTER (JAIL),46526
COUNTY JAIL,FAYETTE COUNTY JAIL,47331
COUNTY JAIL,FLOYD COUNTY JAIL,47151
COUNTY JAIL,FOUNTAIN COUNTY JAIL,47932
COUNTY JAIL,FRANKLIN COUNTY SECURITY CENTER,47012
COUNTY JAIL,FULTON COUNTY JAIL,46975
COUNTY JAIL,GIBSON COUNTY JAIL,47670
COUNTY JAIL,GRANT COUNTY SECURITY COMPLEX,46952
COUNTY JAIL,GREENE COUNTY JAIL,47424
COUNTY JAIL,HAMILTON COUNTY JAIL,46060
COUNTY JAIL,HANCOCK COUNTY JAIL,46140
COUNTY JAIL,HARRISON COUNTY JAIL,47112
COUNTY JAIL,HENDRICKS COUNTY JAIL,46122
COUNTY JAIL,HENRY COUNTY JAIL,47362
COUNTY JAIL,HOWARD COUNTY JAIL,46901
COUNTY JAIL,HUNTINGTON COUNTY JAIL,46750
COUNTY JAIL,JACKSON COUNTY JAIL,47220
COUNTY JAIL,JASPER COUNTY JAIL,47978
COUNTY JAIL,JAY COUNTY JAIL,47371
COUNTY JAIL,JEFFERSON COUNTY JAIL,47250
COUNTY JAIL,JENNINGS COUNTY JAIL,47282
COUNTY JAIL,JOHNSON COUNTY JAIL,46131
COUNTY JAIL,KNOX COUNTY JAIL,47591
COUNTY JAIL,KOSCIUSKO COUNTY JAIL,46580
COUNTY JAIL,LA GRANGE COUNTY JAIL,46761
COUNTY JAIL,LAKE COUNTY JAIL,46307
COUNTY JAIL,LA PORTE COUNTY JAIL,46360
COUNTY JAIL,LAWRENCE COUNTY JAIL,47421
DETENTION CENTER,MADISON COUNTY DETENTION CENTER,46016
COUNTY JAIL,MARSHALL COUNTY JAIL,46563
COUNTY JAIL,MARTIN COUNTY JAIL,47581
COUNTY JAIL,MIAMI COUNTY JAIL,46970
COUNTY JAIL,MONROE COUNTY JAIL,47404
COUNTY JAIL,MONTGOMERY COUNTY JAIL,47933
COUNTY JAIL,MORGAN COUNTY JAIL,46151
COUNTY JAIL,NEWTON COUNTY JAIL,47951
COUNTY JAIL,NOBLE COUNTY JAIL,46701
COUNTY JAIL,ORANGE COUNTY JAIL,47454
COUNTY JAIL,OWEN COUNTY JAIL,47460
COUNTY JAIL,PARKE COUNTY JAIL,47872
COUNTY JAIL,PERRY COUNTY JAIL,47520
LAW ENFORCEMENT CENTER,PIKE COUNTY LAW ENFORCEMENT CENTER,47567
COUNTY JAIL,PORTER COUNTY JAIL,46383
COUNTY JAIL,POSEY COUNTY JAIL,47620
COUNTY JAIL,PULASKI COUNTY JAIL,46996
COUNTY JAIL,PUTNAM COUNTY JAIL,46135
COUNTY JAIL,RANDOLPH COUNTY JAIL,47394
COUNTY JAIL,RIPLEY COUNTY JAIL,47042
COUNTY JAIL,RUSH COUNTY JAIL,46173
COUNTY JAIL,ST. JOSEPH COUNTY JAIL,46601
COUNTY JAIL,SCOTT COUNTY JAIL,47170
COUNTY JAIL,SHELBY COUNTY JAIL,46176
COUNTY JAIL,SPENCER COUNTY JAIL,47635
COUNTY JAIL,STARKE COUNTY JAIL,46534
COUNTY JAIL,STEUBEN COUNTY JAIL,46703
COUNTY JAIL,SULLIVAN COUNTY JAIL,47882
COUNTY JAIL,TIPPECANOE COUNTY JAIL,47904
COUNTY JAIL,TIPTON COUNTY JAIL,46072
COUNTY JAIL,UNION COUNTY JAIL,47353
COUNTY JAIL,VANDERBURGH COUNTY,47715
COUNTY JAIL,VERMILLION COUNTY JAIL,47966
COUNTY JAIL,VIGO COUNTY JAIL,47807
COUNTY JAIL,WABASH COUNTY JAIL,46992
COUNTY JAIL,WARREN COUNTY JAIL,47993
COUNTY JAIL,WARRICK COUNTY JAIL,47601
COUNTY JAIL,WASHINGTON COUNTY JAIL,47167
COUNTY JAIL,WAYNE COUNTY JAIL,47374
COUNTY JAIL,WELLS COUNTY JAIL,46714
COUNTY JAIL,WHITE COUNTY JAIL,47960
COUNTY JAIL,WHITLEY COUNTY JAIL,46725
CORRECTIONAL FACILITY,MARION COUNTY COMMUNITY CORRECTIONS CENTER,46204
COUNTY JAIL,MARION COUNTY JAIL,46204
COUNTY JAIL,MARION COUNTY JAIL,46202
COUNTY JAIL,ADAIR COUNTY JAIL,50849
COUNTY JAIL,ADAMS COUNTY JAIL,50841
COUNTY JAIL,ALLAMAKEE COUNTY JAIL,52172
COUNTY JAIL,APPANOOSE COUNTY JAIL,52544
COUNTY JAIL,AUDUBON COUNTY JAIL,50025
COUNTY JAIL,BENTON COUNTY JAIL,52349
COUNTY JAIL,BLACK HAWK COUNTY JAIL,50703
COUNTY JAIL,BREMER COUNTY JAIL,50677
COUNTY JAIL,BUCHANAN COUNTY JAIL,50644
COUNTY JAIL,BUENA VISTA COUNTY JAIL,50588
COUNTY JAIL,BUTLER COUNTY JAIL,50602
COUNTY JAIL,CARROLL COUNTY JAIL,51401
CORRECTIONAL FACILITY,CASS COUNTY CORRECTIONAL FACILITY,50022
COUNTY JAIL,CEDAR COUNTY SHERIFF'S OFFICE,52772
COUNTY JAIL,ANDERSON COUNTY JAIL,66032
COUNTY JAIL,CERRO GORDO COUNTY JAIL,50401
COUNTY JAIL,CHEROKEE COUNTY LAW CENTER,51012
COUNTY JAIL,CHICKASAW COUNTY JAIL,50659
COUNTY JAIL,CLARKE COUNTY JAIL,50213
COUNTY JAIL,CLAY COUNTY JAIL,51301
COUNTY JAIL,CLAYTON COUNTY JAIL,52043
COUNTY JAIL,CLINTON COUNTY JAIL,52732
COUNTY JAIL,CRAWFORD COUNTY JAIL,51442
COUNTY JAIL,DALLAS COUNTY JAIL,50003
COUNTY JAIL,DAVIS COUNTY JAIL,52537
COUNTY JAIL,DECATUR COUNTY JAIL,50144
COUNTY JAIL,DELAWARE COUNTY JAIL,52057
COUNTY JAIL,DES MOINES COUNTY JAIL,52601
COUNTY JAIL,DICKINSON COUNTY JAIL,51360
COUNTY JAIL,DUBUQUE COUNTY JAIL,52001
COUNTY JAIL,EMMET COUNTY JAIL,51334
COUNTY JAIL,FAYETTE COUNTY JAIL,52175
COUNTY JAIL,FLOYD COUNTY JAIL,50616
COUNTY JAIL,FREMONT COUNTY JAIL,51652
COUNTY JAIL,GREENE COUNTY JAIL,50129
COUNTY JAIL,GUTHRIE COUNTY JAIL,50115
COUNTY JAIL,HANCOCK COUNTY JAIL,50438
COUNTY JAIL,HARDIN COUNTY JAIL,50627
COUNTY JAIL,HARRISON COUNTY JAIL,51546
COUNTY JAIL,HENRY COUNTY JAIL,52641
COUNTY JAIL,HOWARD COUNTY JAIL,52136
COUNTY JAIL,HUMBOLDT COUNTY JAIL,50548
COUNTY JAIL,IDA COUNTY JAIL,51445
COUNTY JAIL,IOWA COUNTY JAIL,52301
DETENTION CENTER,JACKSON COUNTY DETENTION CENTER,52060
COUNTY JAIL,JASPER COUNTY JAIL,50208
COUNTY JAIL,JEFFERSON COUNTY JAIL,52556
COUNTY JAIL,JOHNSON COUNTY JAIL,52244
COUNTY JAIL,JONES COUNTY JAIL,52205
COUNTY JAIL,KEOKUK COUNTY JAIL,52591
COUNTY JAIL,KOSSUTH COUNTY JAIL,50511
COUNTY JAIL,LEE COUNTY JAIL,52639
CORRECTIONAL FACILITY,LINN COUNTY CORRECTIONAL CENTER,52406
COUNTY JAIL,LOUISA COUNTY JAIL,52653
COUNTY JAIL,LUCUS COUNTY JAIL,50049
COUNTY JAIL,LYON COUNTY JAIL,51246
COUNTY JAIL,MADISON COUNTY JAIL,50273
COUNTY JAIL,MAHASKA COUNTY JAIL,52577
COUNTY JAIL,MARION COUNTY JAIL,50138
COUNTY JAIL,MARSHALL COUNTY JAIL,50158
COUNTY JAIL,MILLS COUNTY JAIL,51534
COUNTY JAIL,MITCHELL COUNTY JAIL,50461
COUNTY JAIL,MONONA COUNTY JAIL,51040
COUNTY JAIL,MONROE COUNTY JAIL,52531
COUNTY JAIL,MONTGOMERY COUNTY JAIL,51566
COUNTY JAIL,MUSCATINE COUNTY JAIL,52761
COUNTY JAIL,O'BRIEN COUNTY JAIL,51245
COUNTY JAIL,OSCEOLA COUNTY JAIL,51249
COUNTY JAIL,PAGE COUNTY JAIL,51632
COUNTY JAIL,PALO ALTO COUNTY JAIL,50536
COUNTY JAIL,PLYMOUTH COUNTY JAIL,51031
COUNTY JAIL,POCAHONTAS COUNTY JAIL,50574
COUNTY JAIL,POLK COUNTY JAIL,50309
CORRECTIONAL FACILITY,POTTAWATTAMIE COUNTY CORRECTIONS DEPARTMENT,51501
COUNTY JAIL,POWESHIEK COUNTY JAIL,50171
COUNTY JAIL,RINGGOLD COUNTY JAIL,50854
COUNTY JAIL,SAC COUNTY JAIL,50583
COUNTY JAIL,SCOTT COUNTY JAIL,52801
COUNTY JAIL,SHELBY COUNTY JAIL,51537
COUNTY JAIL,SIOUX COUNTY JAIL,51041
COUNTY JAIL,STORY COUNTY JAIL,50201
COUNTY JAIL,TAMA COUNTY JAIL,52342
COUNTY JAIL,TAYLOR COUNTY JAIL,50833
COUNTY JAIL,UNION COUNTY JAIL,50801
COUNTY JAIL,VAN BUREN COUNTY JAIL,52565
COUNTY JAIL,WAPELLO COUNTY JAIL,52501
COUNTY JAIL,WARREN COUNTY JAIL,50125
COUNTY JAIL,WAYNE COUNTY JAIL,50060
COUNTY JAIL,WEBSTER COUNTY JAIL,50501
COUNTY JAIL,WINNEBAGO COUNTY JAIL,50436
COUNTY JAIL,WINNESHIEK COUNTY JAIL,52101
COUNTY JAIL,WORTH COUNTY JAIL,50459
COUNTY JAIL,WRIGHT COUNTY JAIL,50525
COUNTY JAIL,WOODBURY COUNTY JAIL,51101
COUNTY JAIL,ALLEN COUNTY JAIL,67749
COUNTY JAIL,ATCHISON COUNTY JAIL,66002
COUNTY JAIL,BARBER COUNTY JAIL,67104
COUNTY JAIL,BARTON COUNTY JAIL,67530
CORRECTIONAL FACILITY,S.E. KANSAS REGIONAL CORRECTIONAL CENTER,66701
